Time[ms],Latitude,Longitude,Speed[m/s],Distance,Altitude[m],Accuracy[m],Flag,Acceleration[m/s^2],AccWork[J],AeroWork[J],GradeWork[J],RollWork[J],StandStillWork[J],TotalWork[J],StandStillTime[s],Fuel[l],CO2[kg],AccECE[%],AeroECE[%],STSECE[%],WorkECE[%],emission_group,trip,time
1761852837830,50.056120984362224,8.606962365757559,16.25,17.631249999999998,109.9,4.1,0,-0.0552995391705057,-1362.0,2144.0,12307.626000000078,3616.0,0.0,16705.626000000077,0.0,0.0021335409961685,0.0051631692107279,288.8520081321298,58.30470003669045,0.0,132.60526256119914,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:33:57.830
1761852838999,50.05598926002468,8.606793590299688,16.25,18.99625,109.9,4.7,0,0.0,0.0,2310.0,0.0,3896.0,0.0,6206.0,0.0,0.0007925925925925,0.001918074074074,257.3636184884543,58.49253568116721,0.0,127.91623196683656,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:33:58.999
1761852840000,50.055860094857096,8.60668877572548,16.25,16.26625,110.2,4.7,0,0.0,0.0,1978.0,4102.541999999961,3336.0,0.0,9416.54199999996,0.0,0.0012026234993614,0.0029103488684546,235.45273405731345,58.575428597967125,0.0,124.468800750321,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:00.000
1761852841000,50.05573152288184,8.606635943732748,15.01,15.01,112.1,4.7,0,-1.2400000000000002,-27018.0,1557.0,25982.765999999887,3078.0,0.0,3599.765999999887,0.0,0.000459740229885,0.0011125713563218,217.43800115028944,58.38595207238575,0.0,117.67145469912532,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:01.000
1761852842000,50.05559627691744,8.606607099425819,15.01,15.01,112.0,4.7,0,0.0,0.0,1557.0,-1367.5139999999224,3078.0,0.0,3267.4860000000776,0.0,0.0004173034482758,0.0010098743448276,201.9875695618936,58.22378879259242,0.0,115.30417458455008,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:02.000
1761852843000,50.05546239347195,8.606640053595887,15.01,15.01,111.3,4.7,0,0.0,0.0,1557.0,-9572.59800000004,3078.0,0.0,0.0,0.0,0.0,0.0,188.589685094446,58.08343402507272,0.0,109.63215388040032,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:03.000
1761852844000,50.0553193698741,8.606708911050536,15.09,15.09,111.1,4.7,0,0.08,1678.0,1582.0,-2735.028000000039,3095.0,0.0,3619.971999999961,0.0,0.000462320817369,0.0011188163780331,179.74936322710576,57.96795560517949,0.0,109.08078813360952,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:04.000
1761852845000,50.05518229332804,8.606783838583825,14.84,14.84,111.3,4.7,0,-0.25,-5216.0,1505.0,2735.028000000039,3044.0,0.0,2068.028000000039,0.0,0.0002641159642401,0.000639160633461,169.25873064033055,57.84712548931328,0.0,104.26888277861208,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:05.000
1761852846000,50.05507266253726,8.606893956351934,14.84,14.84,111.1,4.7,0,0.0,0.0,1505.0,-2735.028000000039,3044.0,0.0,1813.971999999961,0.0,0.0002316694763729,0.0005606401328224,159.9255682497151,57.73998983977941,0.0,102.89364116628208,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:06.000
1761852847000,50.05497317811764,8.606996173780246,14.41,14.41,111.0,4.7,0,-0.4299999999999997,-8767.0,1378.0,-1367.5139999999224,2955.0,0.0,0.0,0.0,0.0,0.0,151.6322511604786,57.62718160798018,0.0,98.8747917343952,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:07.000
1761852848000,50.05487094833719,8.607074427375652,13.48,13.48,111.5,4.7,0,-0.9299999999999996,-18079.0,1128.0,6837.570000000001,2765.0,0.0,0.0,0.0,0.0,0.0,144.28366862331117,57.53622205791535,0.0,95.4657805608479,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:08.000
1761852849000,50.05480664676332,8.607138252786086,10.43,10.43,111.8,4.7,0,-3.0500000000000007,-50830.0,522.0,4102.541999999961,2139.0,0.0,0.0,0.0,0.0,0.0,138.01592510382542,57.88210931648403,0.0,93.226550167261,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:09.000
1761852850000,50.05473409162054,8.607178969238857,10.43,10.43,111.8,4.7,0,0.0,0.0,522.0,0.0,2139.0,0.0,2661.0,0.0,0.000339846743295,0.0008224291187739,132.29854378869626,58.18740874501388,0.0,92.6483790611619,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:10.000
1761852851000,50.05467331104095,8.607177659493484,9.31,9.31,112.4,4.7,0,-1.1199999999999992,-15410.0,371.0,8205.084000000117,1909.0,0.0,0.0,0.0,0.0,0.0,127.20188976295246,58.73882701493762,0.0,90.87678966274444,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:11.000
1761852852000,50.054605531384496,8.607107227637817,8.86,8.86,111.5,4.7,0,-0.450000000000001,-5700.0,320.0,-12307.626000000078,1817.0,0.0,0.0,0.0,0.0,0.0,122.57212708030772,59.37359799554031,0.0,89.28299445251642,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:12.000
1761852853000,50.05454803593162,8.607001694549773,8.95,8.95,111.4,4.7,0,0.0899999999999998,1117.0,330.0,-1367.5139999999224,1835.0,0.0,1914.4860000000776,0.0,0.0002445065134099,0.0005917057624521,119.56078876604413,59.93603929823569,0.0,89.54165548486912,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:13.000
1761852854000,50.05449827685802,8.606902811368322,8.95,8.95,111.3,4.7,0,0.0,0.0,330.0,-1367.5140000001168,1835.0,0.0,797.4859999998832,0.0,0.0001018500638569,0.0002464771545338,115.548404263999,60.45731621230836,0.0,89.16803473618108,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:14.000
1761852855000,50.054480108382975,8.606761418559689,8.95,8.95,111.5,4.7,0,0.0,0.0,330.0,2735.028000000039,1835.0,0.0,4900.028000000038,0.0,0.0006258017879948,0.0015144403269476,111.81777179009758,60.9410350398982,0.0,88.79955850091574,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:15.000
1761852856000,50.05448184486206,8.606598487265616,9.24,9.24,111.8,4.7,0,0.2900000000000009,3676.0,363.0,4102.541999999961,1895.0,0.0,10036.54199999996,0.0,0.0012818061302681,0.003101970835249,112.09913666338682,61.31237537819965,0.0,90.3581648189694,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:16.000
1761852857000,50.05454389432106,8.60643993303191,10.22,10.22,112.1,4.7,0,0.9800000000000004,13292.0,491.0,4102.541999999961,2096.0,0.0,19981.54199999996,0.0,0.0025519210727969,0.0061756489961685,121.87249293328964,61.42851088589203,0.0,96.76915343986684,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:17.000
1761852858000,50.05461137883463,8.606308659081208,10.73,10.73,112.0,4.7,0,0.5099999999999998,7447.0,568.0,-1367.5139999999224,2201.0,0.0,8848.486000000077,0.0,0.0011300748403576,0.0027347811136654,125.32624487979912,61.43537421293544,0.0,99.90826485927622,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:18.000
1761852859000,50.05469552975783,8.606204789640456,11.32,11.32,111.8,2.1,0,0.5899999999999999,9067.0,668.0,-2735.028000000039,2322.0,0.0,9321.971999999962,0.0,0.0011905455938697,0.0028811203371647,130.02178511655683,61.34750928591769,0.0,103.67068283492311,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:19.000
1761852860000,50.05482782842397,8.606141585954163,12.71,12.71,111.5,2.0,0,1.3900000000000006,23280.0,945.0,-4102.541999999961,2607.0,0.0,22729.45800000004,0.0,0.0029028681992337,0.0070249410421456,147.19249769213127,61.14005045612413,0.0,114.03971582842856,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:20.000
1761852861000,50.054965362808126,8.60608530691526,14.02,14.02,111.1,2.0,0,1.3099999999999987,24406.0,1269.0,-5470.056000000078,2875.0,0.0,23079.943999999923,0.0,0.0029476301404853,0.0071332649399744,164.12026633365912,60.94125020330701,0.0,124.30693514861083,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:21.000
1761852862000,50.05510873105774,8.606021564631863,15.13,15.13,110.6,2.1,0,1.1100000000000012,22552.0,1595.0,-6837.570000000001,3103.0,0.0,20412.43,0.0,0.00260695146871,0.0063088225542784,178.258393258581,60.834120372412585,0.0,133.0713678622088,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:22.000
1761852863000,50.05528470519349,8.605947745506489,17.76,17.76,110.0,2.1,0,2.630000000000001,60290.0,2579.0,-8205.083999999923,3643.0,0.0,58306.91600000008,0.0,0.007446604853129,0.0180207837445721,222.3042443636197,61.21745528198696,0.0,157.7716570746755,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:23.000
1761852864000,50.0554827418925,8.605895529040282,19.8,19.8,108.9,2.0,0,2.039999999999999,53405.0,3574.0,-15042.653999999924,4061.0,0.0,45997.34600000008,0.0,0.0058745014048531,0.0142162933997445,257.6821090806007,62.19114134188906,0.0,177.66444419419827,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:24.000
1761852865000,50.05569055838025,8.605879547962532,21.23,21.23,107.6,2.0,0,1.4299999999999995,40895.0,4406.0,-17777.682000000157,4354.0,0.0,31877.317999999843,0.0,0.004071177266922,0.0098522489859514,280.89662756315164,63.58194822630998,0.0,190.8444787122463,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:25.000
1761852866000,50.05589839959296,8.605899610072841,21.85,21.85,106.4,2.0,0,0.620000000000001,18616.0,4804.0,-16410.167999999845,4482.0,0.0,11491.832000000157,0.0,0.0014676669220945,0.0035517539514687,285.92988210388734,65.00268019619477,0.0,194.22957065755693,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:26.000
1761852867000,50.05608921091573,8.605948576999484,21.06,21.06,106.0,2.0,0,-0.7900000000000027,-23628.0,4301.0,-5470.056000000078,4319.0,0.0,0.0,0.0,0.0,0.0,277.36192263431604,65.8753825175825,0.0,187.14142156166903,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:27.000
1761852868000,50.05625636972989,8.60601620019171,19.9,19.9,106.1,2.0,0,-1.16,-33117.0,3629.0,1367.5139999999224,4082.0,0.0,0.0,0.0,0.0,0.0,269.52934327689945,66.25949845598252,0.0,180.951864298406,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:28.000
1761852869000,50.05643980706414,8.606113906451602,20.99,20.99,106.2,2.0,0,1.09,31065.0,4258.0,1367.5140000001168,4305.0,0.0,40995.51400000012,0.0,0.0052356978288633,0.0126703887458493,283.3316756480826,66.87908829784472,0.0,188.73342033562912,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:29.000
1761852870000,50.056647997666495,8.606239286967964,23.06,23.06,106.2,2.0,0,2.0700000000000003,63554.0,5647.0,0.0,4730.0,0.0,73931.0,0.0,0.0094420178799489,0.0228496832694763,300.0,68.10119511000977,0.0,206.86743790440207,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:30.000
1761852871000,50.05687783130651,8.606349923386164,25.05,25.05,106.2,2.1,0,1.990000000000002,66730.0,7239.0,0.0,5138.0,0.0,79107.0,0.0,0.0101030651340996,0.024449417624521,300.0,69.96180268673156,0.0,224.5816588669664,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:31.000
1761852872000,50.05712701683149,8.606452056168807,27.04,27.04,106.1,2.0,0,1.9899999999999984,72250.0,9104.0,-1367.5140000001168,5546.0,0.0,85532.48599999989,0.0,0.0109236891443167,0.0264353277292464,300.0,72.48731943438545,0.0,242.5393943313796,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:32.000
1761852873000,50.05739278685539,8.606564081294373,28.98,28.98,106.0,2.0,0,1.9400000000000013,75749.0,11208.0,-1367.5139999999224,5944.0,0.0,91533.48600000008,0.0,0.0116901003831417,0.028290042927203,300.0,75.6436967304474,0.0,259.9925701220715,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:33.000
1761852874000,50.05766489622147,8.60668692975935,30.44,30.44,106.3,2.0,0,1.4600000000000009,60466.0,12989.0,4102.541999999961,6244.0,0.0,83801.54199999996,0.0,0.0107026234993614,0.0259003488684546,300.0,79.10009369851423,0.0,271.53115009619245,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:34.000
1761852875000,50.05794494607647,8.606817809329828,31.4,31.4,106.2,2.0,0,0.9599999999999972,41378.0,14257.0,-1367.5139999999224,6440.0,0.0,60707.48600000008,0.0,0.0077531910600255,0.0187627223652618,300.0,82.42320098362364,0.0,275.73854315833046,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:35.000
1761852876000,50.0582451378257,8.60695194683433,33.01,33.01,105.8,2.0,0,1.6099999999999994,72278.0,16565.0,-5470.056000000078,6771.0,0.0,90143.94399999992,0.0,0.0115126365261813,0.0278605803933588,300.0,85.97886799029308,0.0,286.0445530871083,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:36.000
1761852877000,50.05857264071798,8.607096897665473,34.85,34.85,105.5,2.0,0,1.8400000000000036,87029.0,19492.0,-4102.541999999961,7148.0,0.0,109566.45800000004,0.0,0.0139931619412516,0.0338634518978288,300.0,89.97697184291937,0.0,298.5086714600709,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:37.000
1761852878000,50.05888942823511,8.607252251345194,36.14,36.14,105.3,2.0,0,1.2899999999999991,63829.0,21738.0,-2735.028000000039,7413.0,0.0,90244.97199999997,0.0,0.0115255392081736,0.0278918048837803,300.0,94.01435788459428,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:38.000
1761852879000,50.05921829048936,8.607419755963386,37.53,37.53,105.1,2.0,0,1.3900000000000006,71373.0,24344.0,-2735.028000000039,7698.0,0.0,100679.97199999997,0.0,0.0128582339719029,0.031116926212005,300.0,98.13922655166576,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:39.000
1761852880000,50.05955912004372,8.60759125902344,38.84,38.84,105.0,2.0,0,1.3100000000000025,69731.0,26983.0,-1367.5139999999224,7967.0,0.0,103313.48600000008,0.0,0.0131945703703703,0.0319308602962963,300.0,102.28165106083482,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:40.000
1761852881000,50.0599114130436,8.60776450457383,40.13,40.13,104.9,2.0,0,1.2899999999999991,71004.0,29762.0,-1367.5139999999224,8231.0,0.0,107629.48600000008,0.0,0.0137457836526181,0.0332647964393359,300.0,106.41834137650442,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:41.000
1761852882000,50.0602736178762,8.607946088535094,41.39,41.39,104.7,2.0,0,1.259999999999998,71592.0,32654.0,-2735.028000000039,8490.0,0.0,110000.97199999997,0.0,0.0140486554278416,0.0339977461353767,300.0,110.52377540349777,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:42.000
1761852883000,50.06064656707972,8.608129681332363,42.59,42.59,104.5,2.0,0,1.2000000000000028,70240.0,35577.0,-2735.028000000039,8736.0,0.0,111817.97199999997,0.0,0.0142807116219667,0.0345593221251596,300.0,114.55921488239711,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:43.000
1761852884000,50.06102711142188,8.608323933790997,43.69,43.69,104.5,2.0,0,1.0999999999999943,66150.0,38406.0,0.0,8962.0,0.0,113518.0,0.0,0.0144978288633461,0.0350847458492975,300.0,118.47012230966972,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:44.000
1761852885000,50.06141741870517,8.60851469246107,44.74,44.74,104.5,2.0,0,1.0500000000000045,64717.0,41242.0,0.0,9177.0,0.0,115136.0,0.0,0.0147044699872286,0.0355848173690932,300.0,122.24005891711109,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:45.000
1761852886000,50.06180270007296,8.608705074452295,44.82,44.82,104.4,2.0,0,0.0799999999999983,4993.0,41464.0,-1367.5139999999224,9193.0,0.0,54282.48600000008,0.0,0.0069326291187739,0.0167769624674329,300.0,125.38088442965044,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:46.000
1761852887000,50.06217941042824,8.608896359621614,44.37,44.37,103.7,2.0,0,-0.4500000000000028,-27975.0,40227.0,-9572.59800000004,9101.0,0.0,11780.40199999996,0.0,0.0015045213282247,0.0036409416143039,300.0,127.766052612951,0.0,300.0,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:47.000
1761852888000,50.06255322180256,8.60908008519797,43.89,43.89,103.8,2.0,0,-0.4799999999999969,-29529.0,38936.0,1367.5139999999224,9003.0,0.0,19777.513999999923,0.0,0.0025258638569603,0.0061125905338441,300.0,129.53869667009116,0.0,295.85980673617246,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:48.000
1761852889000,50.06292310658204,8.609263709179645,43.46,43.46,103.7,2.0,0,-0.4299999999999997,-26180.0,37803.0,-1367.5139999999224,8914.0,0.0,19169.48600000008,0.0,0.0024482102171136,0.005924668725415,300.0,130.84008269621867,0.0,285.5634490547378,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:49.000
1761852890000,50.06329098516557,8.609445774232363,43.14,43.14,103.7,2.3,0,-0.3200000000000003,-19316.0,36974.0,0.0,8849.0,0.0,26507.0,0.0,0.003385312899106,0.0081924572158365,300.0,131.7969612065017,0.0,276.8723463311733,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:50.000
1761852891000,50.06365559315658,8.60962561369203,42.79,42.79,103.4,2.3,0,-0.3500000000000014,-20963.0,36081.0,-4102.541999999961,8777.0,0.0,19792.45800000004,0.0,0.0025277724137931,0.0061172092413793,300.0,132.4640215564358,0.0,268.5894967265796,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:51.000
1761852892000,50.064016306607485,8.609805902259607,42.29,42.29,103.4,2.0,0,-0.5,-29651.0,34831.0,0.0,8674.0,0.0,13854.0,0.0,0.0017693486590038,0.0042818237547892,300.0,132.85497611339918,0.0,259.8682699339055,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:52.000
1761852893000,50.06436230703774,8.609978171729276,41.08,41.08,103.3,2.0,0,-1.2100000000000009,-70312.0,31926.0,-1367.5140000001168,8426.0,0.0,0.0,0.0,0.0,0.0,300.0,132.86155616051943,0.0,250.54588950277096,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:53.000
1761852894000,50.06469225899766,8.610141378095216,39.47,39.47,103.1,2.0,0,-1.6099999999999994,-90391.0,28317.0,-2735.028000000039,8096.0,0.0,0.0,0.0,0.0,0.0,300.0,132.50483065737072,0.0,242.2593908302426,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:54.000
1761852895000,50.06501325925398,8.610300951334887,38.3,38.3,102.9,2.0,0,-1.1700000000000017,-63421.0,25873.0,-2735.0279999998447,7856.0,0.0,0.0,0.0,0.0,0.0,300.0,131.95131890449545,0.0,234.7685570120019,high,2025_10_30_Passat Variant TSI_19_33_19_46_2d2961c1-2e11-40b2-86f4-a55b1ca872bf.csv,2025-10-30 19:34:55.000
